"","Postcode","ABSTUDY..Living.allowance.","ABSTUDY..Non.living.allowance.","Age.Pension","Austudy","Carer.Allowance","Carer.Allowance..Child.Health.Care.Card.only.","Carer.Payment","Double.Orphan.Pension","Disability.Support.Pension","Family.Tax.Benefit.A","Family.Tax.Benefit.B","Health.Care.Card","Low.Income.Card","Newstart.Allowance","Parenting.Payment.Partnered","Parenting.Payment.Single","Partner.Allowance","Pensioner.Concession.Card","Commonwealth.Seniors.Health.Card","Sickness.Allowance","Special.Benefit","Widow.Allowance","Widow.B.Pension","Wife.Pension..Partner.on.Age.Pension.","Wife.Pension..Partner.on.Disability.Support.Pension.","Youth.Allowance..other.","Youth.Allowance..student.and.apprentice."
"2283","5731","0","0","<5","0","<5","0","<5","0","<5","12","8","19","0","12","0","<5","0","9","<5","0","0","0","0","0","0","<5","0"
"2284","5732","0","<5","11","0","7","0","5","0","13","28","26","48","<5","46","<5","6","0","49","0","0","0","<5","0","0","0","<5","0"
"2285","5733","<5","<5","16","0","6","<5","<5","0","10","10","8","16","<5","12","<5","<5","0","32","0","0","0","0","0","0","0","0","0"
"2286","5734","<5","6","6","0","<5","0","0","0","10","18","11","18","0","19","<5","<5","0","25","0","0","0","0","0","0","0","0","0"
"2287","5942","0","0","<5","0","0","0","0","0","<5","0","0","<5","<5","0","0","0","0","<5","0","0","0","0","0","0","0","<5","0"
"2288","5960","0","0","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2290","6001","0","0","<5","<5","<5","0","0","0","<5","<5","<5","13","<5","7","0","<5","0","5","0","0","0","0","0","0","0","<5","0"
"2319","6032","0","0","6","<5","<5","0","0","0","<5","8","<5","8","<5","5","0","<5","0","12","8","0","0","0","0","0","0","<5","0"
"2320","6033","0","0","19","0","7","0","<5","0","9","22","18","20","<5","12","<5","5","0","40","10","0","0","<5","0","0","0","0","<5"
"2326","6041","0","0","266","<5","56","<5","25","0","58","99","73","95","14","60","8","20","0","395","32","0","0","<5","0","0","<5","6","<5"
"2327","6042","0","0","22","0","<5","0","<5","0","0","<5","<5","5","<5","5","0","<5","0","28","<5","0","0","0","0","0","0","0","0"
"2328","6043","0","0","50","0","7","<5","<5","0","9","12","13","9","<5","8","<5","<5","0","68","11","0","0","0","0","0","0","<5","0"
"2347","6067","0","<5","<5","0","<5","0","<5","0","5","18","17","35","<5","38","<5","12","0","29","0","0","0","0","0","0","0","<5","0"
"2348","6068","0","0","<5","0","0","0","0","0","0","<5","<5","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2352","6072","0","0","91","<5","16","0","6","0","17","25","19","28","10","26","0","<5","0","128","21","0","0","0","0","0","0","<5","0"
"2354","6074","0","0","127","<5","20","0","<5","0","11","54","43","52","12","30","<5","6","0","157","19","0","0","0","0","0","0","<5","<5"
"2356","6077","0","<5","165","<5","17","0","8","0","20","48","30","54","14","28","<5","5","0","208","25","0","0","0","0","<5","<5","<5","5"
"2357","6078","0","0","67","0","7","<5","<5","0","10","35","22","31","7","21","<5","<5","0","90","13","<5","0","0","0","0","0","0","<5"
"2358","6079","0","0","6","0","<5","0","0","0","<5","<5","<5","<5","0","<5","0","0","0","7","0","0","0","0","0","0","0","0","0"
"2361","6083","0","0","282","<5","39","0","16","0","39","136","94","158","31","76","7","23","<5","389","45","0","0","<5","0","0","<5","7","7"
"2363","6090","0","0","0","0","0","0","0","0","<5","0","0","<5","<5","<5","0","0","0","<5","<5","0","0","0","0","0","0","0","0"
"2370","6106","0","0","7","0","<5","0","0","0","<5","0","0","5","0","6","0","0","0","7","<5","0","0","0","0","0","0","<5","0"
"2377","6121","0","0","185","0","54","5","13","0","37","101","69","109","24","58","<5","10","0","265","27","0","0","0","0","<5","0","<5","13"
"2379","6123","0","0","133","<5","20","0","6","0","27","112","89","99","22","63","9","19","<5","209","9","<5","0","<5","0","0","<5","<5","<5"
"2380","6124","0","0","100","<5","24","0","10","0","20","54","46","62","7","39","<5","10","0","155","16","0","0","0","0","0","<5","<5","0"
"2382","6126","0","0","19","0","<5","<5","<5","0","<5","15","12","17","<5","8","0","<5","0","29","7","0","0","0","0","0","0","<5","<5"
"2401","6165","0","0","13","0","<5","0","0","0","10","<5","<5","6","0","5","0","0","0","23","0","0","0","0","0","0","<5","0","0"
"2414","6181","0","0","29","0","13","0","6","0","8","22","14","24","8","14","0","<5","0","52","10","0","0","0","0","0","0","<5","<5"
"2415","6207","0","0","69","<5","17","<5","8","0","23","39","24","48","12","32","<5","<5","0","116","9","0","0","0","0","0","<5","7","<5"
"2420","6213","0","0","83","<5","10","0","5","0","23","40","33","45","5","31","<5","8","<5","128","6","0","0","<5","0","<5","0","<5","<5"
"2421","6214","0","<5","47","0","10","0","<5","0","13","37","26","23","<5","14","<5","6","0","74","29","0","0","0","0","<5","0","<5","0"
"2425","6221","<5","<5","21","0","<5","0","0","0","8","21","16","18","<5","9","0","7","0","39","6","0","0","0","0","0","0","<5","0"
"2426","6223","0","0","8","0","7","0","<5","0","<5","12","7","15","0","9","<5","<5","0","19","5","0","0","0","0","0","0","<5","0"
"2427","6224","0","5","150","0","31","0","12","0","44","92","76","89","26","52","<5","18","0","245","20","<5","0","0","0","0","<5","12","<5"
"2429","6226","0","0","46","<5","11","0","<5","<5","16","29","21","40","8","22","0","5","0","73","9","0","0","0","0","0","0","<5","<5"
"2430","6227","0","0","48","0","13","0","5","0","14","33","24","28","7","11","<5","9","0","81","16","0","0","<5","0","0","0","<5","<5"
"2431","6228","0","0","18","0","<5","0","<5","0","6","13","12","<5","0","<5","<5","<5","0","31","8","0","0","0","0","0","0","0","0"
"2432","6229","0","<5","34","0","10","0","6","0","10","10","8","22","<5","26","0","<5","0","66","5","0","0","0","0","0","0","0","0"
"2434","6231","0","0","10","0","<5","0","<5","0","<5","<5","<5","6","<5","9","<5","<5","0","23","<5","0","0","<5","0","0","0","0","<5"
"2437","6236","0","0","176","0","33","0","14","0","33","93","68","86","21","45","<5","8","0","254","36","<5","0","<5","0","<5","0","8","9"
"2438","6237","<5","<5","250","<5","44","<5","15","0","39","108","83","108","18","64","<5","15","0","337","57","0","<5","<5","0","0","0","8","<5"
"2440","6240","0","0","15","0","<5","0","<5","0","<5","5","<5","<5","0","<5","<5","0","0","21","<5","0","0","0","0","0","0","0","0"
"2441","6243","0","0","5","0","0","0","0","0","<5","5","<5","7","0","<5","<5","0","0","11","<5","<5","0","<5","0","0","0","<5","0"
"2442","6244","0","0","183","<5","37","0","16","0","57","105","76","72","13","49","<5","13","0","300","60","0","0","<5","0","<5","<5","7","<5"
"2443","6251","0","0","40","0","<5","0","<5","0","17","30","24","21","<5","23","<5","5","0","74","5","0","0","0","0","0","0","<5","0"
"2444","6252","0","0","17","0","0","0","<5","0","6","6","<5","5","<5","6","0","<5","0","30","0","0","0","0","0","0","0","0","0"
"2445","6253","0","0","112","0","16","0","7","0","25","38","27","50","16","31","5","5","0","159","25","0","0","<5","0","0","0","<5","<5"
"2446","6254","0","<5","98","<5","21","0","9","0","31","39","36","54","10","35","5","6","0","161","7","<5","<5","0","0","0","<5","<5","<5"
"2448","6256","0","0","11","<5","<5","<5","<5","0","6","14","8","15","<5","5","<5","<5","0","23","<5","0","0","<5","0","0","0","0","<5"
"2451","6262","0","0","134","0","12","0","12","<5","46","48","38","50","8","35","11","6","<5","214","21","<5","0","<5","0","0","<5","<5","0"
"2456","6282","0","0","77","<5","14","0","<5","0","11","72","51","54","14","35","<5","<5","0","113","38","<5","0","<5","0","0","0","<5","<5"
"2459","6286","0","0","36","0","<5","<5","<5","0","7","34","27","29","6","20","<5","<5","0","60","23","0","0","<5","0","0","0","<5","0"
"2460","6288","0","0","34","0","6","0","<5","0","10","37","24","31","8","20","<5","<5","<5","63","11","0","0","0","0","0","0","0","<5"
"2463","6304","0","<5","311","0","65","0","33","0","95","95","76","94","19","60","5","19","<5","487","44","<5","0","<5","0","0","<5","5","<5"
"2464","6306","<5","5","136","0","22","<5","14","0","44","65","55","77","12","44","9","17","<5","228","23","0","0","<5","0","0","<5","9","<5"
"2465","6308","<5","8","216","0","39","<5","19","0","67","106","82","121","14","83","6","27","<5","357","35","<5","0","<5","0","<5","<5","9","<5"
"2466","6309","0","0","42","0","8","0","<5","0","20","14","11","16","<5","9","0","0","0","70","<5","0","0","<5","0","0","<5","0","0"
"2467","6311","0","0","70","0","14","0","6","0","11","24","13","24","6","11","<5","6","0","97","16","0","0","0","0","<5","0","0","0"
"2469","6313","0","<5","28","0","6","0","<5","0","14","13","10","9","<5","<5","<5","<5","0","45","0","0","0","0","0","0","0","<5","0"
"2471","6316","0","0","28","0","6","0","<5","0","18","16","12","22","<5","14","<5","<5","0","59","7","0","0","0","0","0","0","<5","0"
"2473","6318","0","<5","39","0","14","0","8","0","22","44","33","34","<5","16","<5","8","0","88","6","0","0","0","0","<5","0","<5","<5"
"2474","6320","0","<5","52","0","19","0","13","0","27","63","52","51","<5","37","<5","13","0","115","<5","0","0","<5","0","0","0","<5","<5"
"2475","6321","0","<5","75","0","16","0","9","0","20","47","33","31","<5","20","<5","5","0","118","8","0","0","0","0","0","0","<5","0"
"2476","6322","0","0","40","0","9","0","5","0","11","11","8","13","<5","8","<5","0","0","59","<5","0","0","<5","0","0","0","0","<5"
"2479","6326","0","0","47","0","15","0","8","0","15","23","17","29","10","12","<5","<5","0","78","23","0","0","0","0","<5","0","<5","0"
"2480","6327","0","0","31","0","5","0","<5","0","9","22","16","22","<5","12","<5","<5","0","44","9","<5","0","0","0","0","0","0","<5"
"2481","6328","0","<5","31","0","11","<5","7","0","20","30","21","29","7","17","<5","<5","0","67","15","0","0","0","0","0","0","<5","<5"
"2483","6331","0","<5","<5","0","<5","0","0","0","<5","<5","<5","8","<5","6","<5","0","0","5","7","0","0","0","0","0","0","0","<5"
"2484","6332","0","0","0","0","0","0","0","0","<5","<5","0","<5","0","0","0","0","0","<5","<5","<5","0","0","0","0","0","0","0"
"2486","6335","<5","<5","55","0","21","<5","14","0","37","74","56","65","<5","47","<5","15","0","130","6","0","0","0","0","0","0","<5","0"
"2487","6336","0","0","15","0","6","0","<5","0","9","19","16","18","0","13","0","5","0","36","<5","<5","0","0","0","0","0","0","0"
"2488","6337","0","0","27","0","7","0","<5","0","9","36","25","25","5","9","<5","<5","0","45","<5","<5","0","0","0","0","0","<5","<5"
"2489","6338","0","0","68","0","7","0","<5","0","15","36","21","19","<5","13","<5","<5","0","93","12","<5","0","0","0","0","0","0","0"
"2490","6341","0","0","20","0","<5","0","<5","0","<5","15","12","<5","0","<5","0","<5","0","28","6","0","0","0","0","0","0","0","0"
"2491","6343","0","0","6","0","<5","0","<5","0","6","16","13","7","<5","<5","0","<5","0","16","<5","0","0","0","0","0","0","<5","<5"
"2494","6350","0","<5","49","0","6","0","<5","0","10","22","19","28","<5","19","<5","<5","0","71","0","0","0","<5","0","0","0","<5","0"
"2495","6351","0","0","<5","0","0","0","0","0","0","5","<5","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2496","6352","0","0","11","0","5","0","<5","0","<5","13","10","11","0","6","<5","<5","0","20","<5","0","0","0","0","0","0","<5","0"
"2497","6353","0","<5","50","0","6","0","<5","0","7","44","30","18","<5","12","<5","8","0","72","16","0","0","<5","0","0","0","<5","<5"
"2498","6355","0","0","19","0","<5","0","<5","0","7","25","18","26","<5","13","0","<5","0","35","7","0","0","0","0","0","0","0","0"
"2499","6356","0","0","<5","0","<5","0","0","0","<5","5","5","<5","<5","<5","0","0","0","7","<5","0","0","0","0","0","0","0","0"
"2500","6357","0","0","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","5","<5","0","0","0","0","0","0","0","<5"
"2501","6358","0","0","<5","0","<5","0","<5","0","<5","5","<5","<5","0","<5","<5","<5","0","9","<5","0","0","0","0","0","0","0","0"
"2502","6359","0","0","28","0","<5","0","<5","0","8","26","19","15","0","<5","0","<5","0","40","13","0","0","0","0","0","0","0","0"
"2503","6361","0","0","8","0","<5","0","0","0","<5","7","<5","<5","0","<5","0","0","0","11","<5","0","0","0","0","0","0","0","0"
"2504","6363","0","0","<5","0","0","0","0","0","<5","<5","<5","<5","0","0","<5","0","0","5","<5","0","0","0","0","0","0","0","0"
"2505","6365","0","0","55","0","11","0","<5","0","12","39","27","32","<5","24","<5","7","0","80","12","0","0","0","0","0","<5","0","<5"
"2506","6367","0","<5","30","0","<5","<5","<5","0","8","23","20","32","<5","23","<5","5","0","52","<5","0","0","0","0","0","0","0","0"
"2507","6368","0","0","0","0","0","0","0","0","0","<5","<5","<5","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0"
"2508","6369","<5","<5","81","0","10","0","<5","0","12","40","32","33","<5","24","<5","8","0","110","23","0","0","0","0","0","0","0","<5"
"2509","6370","0","0","53","0","13","0","8","0","14","37","31","29","<5","15","<5","<5","0","88","14","<5","0","0","0","0","<5","<5","0"
"2510","6372","0","0","17","0","<5","0","0","0","<5","10","8","9","0","5","0","<5","0","26","0","0","0","0","0","0","0","0","0"
"2511","6373","0","<5","<5","0","0","0","0","0","<5","<5","<5","<5","0","<5","0","0","0","7","0","0","0","0","0","0","0","0","0"
"2512","6375","0","0","140","0","20","<5","6","0","31","53","43","50","<5","37","6","11","0","205","17","0","0","<5","0","<5","0","<5","<5"
"2513","6383","0","5","175","<5","29","<5","20","0","51","68","63","85","11","67","9","25","0","295","24","0","0","<5","0","<5","0","12","<5"
"2514","6384","0","0","0","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2515","6385","0","0","0","0","0","0","0","0","0","<5","<5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2516","6386","0","0","9","0","<5","<5","0","0","8","5","<5","7","0","5","0","<5","<5","21","0","0","0","0","0","0","0","<5","0"
"2520","6393","0","0","6","0","<5","0","<5","0","7","9","5","8","<5","6","0","0","0","18","0","0","0","0","0","0","0","<5","0"
"2521","6394","0","0","18","0","<5","<5","<5","0","5","13","7","12","<5","<5","0","<5","0","30","<5","0","0","0","0","0","0","0","0"
"2523","6396","0","0","25","0","6","0","<5","0","8","31","22","10","<5","5","0","<5","0","43","5","0","0","<5","0","0","0","0","<5"
"2524","6397","0","0","5","0","<5","0","<5","0","16","8","8","9","0","8","<5","<5","0","29","<5","0","0","0","0","0","0","0","0"
"2527","6403","0","0","32","0","6","0","<5","0","7","11","5","7","<5","<5","0","<5","0","45","5","0","0","0","0","0","0","<5","0"
"2528","6405","0","0","37","0","6","0","<5","0","15","20","15","15","0","13","<5","<5","<5","67","<5","0","0","0","0","0","0","<5","0"
"2529","6407","0","<5","100","<5","22","0","<5","0","28","59","55","45","8","30","<5","10","0","152","15","0","0","<5","0","<5","0","<5","<5"
"2530","6409","0","5","46","<5","6","0","<5","0","20","37","31","42","<5","30","6","5","0","80","<5","0","0","0","0","0","0","<5","0"
"2531","6410","<5","8","185","0","30","<5","16","0","66","90","76","99","8","64","6","22","0","305","14","<5","0","0","0","0","<5","10","0"
"2532","6411","0","0","10","0","7","0","6","<5","5","5","<5","5","<5","<5","0","0","0","22","<5","0","0","0","0","0","0","0","0"
"2533","6412","0","0","<5","0","0","0","0","0","<5","<5","<5","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2534","6413","0","0","9","0","<5","0","<5","0","7","<5","5","8","0","9","<5","0","0","21","<5","0","0","0","0","0","0","0","0"
"2535","6414","0","0","<5","0","0","0","0","0","<5","<5","<5","0","0","0","0","0","0","<5","<5","0","0","0","0","0","0","0","0"
"2537","6418","<5","0","102","0","10","0","6","0","28","39","33","35","6","22","<5","7","0","151","12","0","0","0","0","0","0","5","<5"
"2538","6419","0","0","<5","0","<5","0","<5","0","0","<5","<5","<5","0","<5","0","0","0","7","0","0","0","0","0","0","0","0","0"
"2539","6420","0","0","<5","0","<5","0","0","0","<5","<5","<5","<5","0","<5","0","0","0","8","<5","0","0","0","0","0","0","0","0"
"2540","6421","0","0","12","0","<5","<5","<5","0","5","14","10","5","0","<5","0","<5","0","23","<5","0","0","0","0","0","0","0","0"
"2541","6422","0","0","<5","0","<5","0","<5","0","<5","<5","<5","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2542","6423","0","0","19","0","<5","0","<5","0","<5","<5","<5","13","<5","14","0","<5","0","29","<5","0","0","0","0","0","0","<5","0"
"2543","6424","0","0","5","0","0","0","0","0","0","<5","<5","<5","0","<5","0","0","0","6","0","0","0","0","0","0","0","0","0"
"2544","6425","0","0","11","0","0","0","0","0","0","<5","0","6","0","<5","0","0","0","12","0","0","0","0","0","<5","0","0","0"
"2545","6426","0","<5","92","0","12","0","<5","0","35","50","44","51","<5","42","<5","16","0","163","6","0","0","0","0","0","<5","<5","<5"
"2546","6428","0","0","0","0","<5","0","0","0","<5","<5","<5","<5","0","0","0","0","0","<5","<5","0","0","0","0","0","0","0","0"
"2549","6431","<5","10","26","0","11","0","10","0","52","80","72","161","0","121","26","20","0","134","0","0","0","<5","0","0","0","22","0"
"2551","6433","0","0","<5","0","0","0","0","0","0","0","0","<5","<5","<5","0","0","0","<5","0","0","0","0","0","0","0","<5","<5"
"2552","6434","0","0","0","0","<5","0","0","0","0","<5","<5","0","0","<5","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2553","6436","<5","<5","<5","0","<5","0","<5","0","6","10","9","14","0","21","<5","<5","0","27","0","0","0","<5","0","0","0","<5","0"
"2554","6437","0","0","<5","0","<5","0","0","0","<5","14","13","6","<5","5","0","<5","0","9","0","0","0","0","0","0","0","<5","0"
"2555","6438","<5","8","39","0","12","0","10","0","37","69","66","113","<5","94","<5","32","0","136","0","0","0","0","0","0","0","16","0"
"2556","6440","0","17","40","0","15","<5","6","0","45","65","61","134","<5","104","10","23","0","131","<5","0","0","<5","0","0","0","11","<5"
"2558","6443","<5","10","108","0","19","0","13","0","52","62","59","88","5","67","6","23","0","217","<5","<5","0","0","0","0","<5","<5","<5"
"2559","6445","0","0","9","0","<5","0","<5","0","<5","14","8","6","<5","<5","0","<5","0","16","<5","0","0","0","0","0","0","0","0"
"2560","6446","0","0","6","0","<5","0","0","0","<5","<5","<5","<5","<5","<5","0","0","0","9","<5","0","0","0","0","0","0","<5","0"
"2561","6447","0","0","0","0","0","0","0","0","0","6","<5","<5","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0"
"2562","6448","0","<5","31","0","<5","0","<5","0","12","25","18","46","7","40","<5","<5","<5","59","5","0","0","0","0","0","0","7","<5"
"2564","6460","<5","<5","108","<5","19","0","12","0","35","54","44","62","<5","38","<5","10","<5","180","15","0","0","0","0","0","0","7","0"
"2565","6461","0","<5","88","0","13","0","7","0","17","40","30","36","9","20","<5","7","0","130","14","0","0","<5","0","0","<5","<5","<5"
"2566","6462","0","0","6","0","<5","0","0","0","0","8","5","<5","0","0","<5","<5","0","8","0","0","0","0","0","0","0","0","0"
"2567","6463","0","0","<5","0","0","0","0","0","<5","<5","<5","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2568","6465","0","0","<5","0","0","0","0","0","<5","<5","0","<5","0","<5","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2569","6466","0","0","6","0","0","0","0","0","<5","<5","<5","<5","0","0","0","0","0","7","<5","0","0","0","0","0","0","0","0"
"2570","6467","0","0","<5","0","0","0","0","0","<5","<5","0","<5","0","<5","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2571","6468","0","0","13","0","<5","0","<5","0","8","16","14","8","<5","<5","<5","<5","0","27","<5","0","0","0","0","0","0","0","0"
"2572","6472","0","0","12","0","<5","0","0","0","<5","11","8","<5","<5","0","0","<5","0","17","<5","0","0","0","0","0","0","0","0"
"2573","6473","0","0","<5","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2574","6475","0","0","53","0","10","0","7","0","22","24","17","23","<5","20","<5","<5","0","90","11","0","0","0","0","0","<5","<5","0"
"2575","6476","0","0","0","0","<5","0","<5","0","<5","<5","<5","<5","0","<5","<5","0","0","<5","<5","0","0","0","0","0","0","0","0"
"2576","6477","0","0","13","<5","5","0","<5","0","13","20","16","11","<5","8","<5","<5","0","35","<5","0","0","0","0","0","0","0","<5"
"2577","6479","0","<5","57","0","14","0","6","0","19","31","19","19","0","13","<5","<5","0","89","10","0","0","<5","0","0","0","<5","0"
"2578","6480","0","0","<5","0","<5","0","0","0","<5","<5","<5","0","0","<5","0","0","0","6","0","0","0","0","0","0","0","0","0"
"2579","6484","0","0","<5","0","<5","0","0","0","<5","<5","0","8","0","9","0","0","0","7","0","0","0","0","0","0","0","0","0"
"2581","6487","0","0","<5","0","<5","0","0","0","<5","<5","<5","<5","0","<5","0","<5","0","<5","<5","0","0","0","0","0","0","0","0"
"2582","6488","0","0","29","0","12","<5","7","0","10","13","11","22","<5","11","<5","<5","0","48","0","0","0","0","0","0","0","5","0"
"2583","6489","<5","0","17","0","0","0","0","0","7","<5","<5","5","<5","6","0","0","0","26","<5","0","0","0","0","0","0","0","0"
"2584","6490","0","<5","25","0","6","0","<5","0","9","21","20","14","<5","7","<5","<5","0","45","0","<5","0","0","0","0","0","0","<5"
"2585","6501","0","0","108","0","20","<5","7","0","16","54","37","47","10","34","<5","9","0","159","9","0","0","<5","0","<5","0","<5","<5"
"2588","6504","0","0","14","0","<5","0","<5","0","<5","6","6","<5","<5","<5","0","<5","0","19","<5","0","0","0","0","0","0","0","0"
"2589","6505","0","0","22","0","5","0","<5","0","<5","6","<5","<5","0","<5","0","0","0","26","8","0","0","0","0","0","0","0","0"
"2590","6506","0","0","11","0","0","0","0","0","<5","<5","<5","0","0","<5","0","0","0","14","0","0","0","0","0","0","0","0","0"
"2591","6507","0","0","50","0","<5","0","<5","0","7","22","17","12","<5","9","0","<5","0","66","15","0","0","0","0","0","0","0","<5"
"2592","6509","0","0","13","0","0","0","0","0","<5","6","<5","6","<5","0","0","0","0","15","<5","0","0","0","0","0","0","0","<5"
"2594","6511","0","<5","96","0","9","0","<5","0","12","26","21","25","<5","21","<5","6","0","122","17","0","0","0","0","0","0","<5","0"
"2595","6512","<5","0","<5","0","<5","0","<5","0","<5","<5","<5","<5","<5","<5","0","0","0","5","0","0","0","0","0","0","0","0","0"
"2596","6513","0","0","9","0","<5","0","<5","0","<5","10","7","8","0","<5","<5","0","0","14","<5","0","0","0","0","0","0","0","0"
"2597","6514","0","0","128","0","24","0","15","0","37","30","28","55","6","46","<5","6","0","199","17","0","0","<5","0","0","0","<5","0"
"2598","6515","0","<5","21","0","7","0","<5","0","7","14","7","15","0","7","0","<5","0","34","12","0","0","0","0","0","0","<5","0"
"2601","6518","0","0","32","0","5","0","<5","0","6","21","14","19","0","16","<5","<5","0","46","<5","0","0","0","0","0","0","0","0"
"2602","6519","<5","6","72","0","7","0","<5","0","12","49","42","35","<5","29","<5","11","0","106","<5","0","0","0","0","0","0","<5","0"
"2603","6521","0","0","25","0","<5","0","<5","0","5","19","11","13","<5","6","0","<5","0","35","10","0","0","0","0","0","0","<5","<5"
"2604","6522","0","<5","49","0","<5","0","<5","0","10","30","22","21","0","23","<5","<5","0","68","<5","0","0","0","0","0","<5","0","0"
"2606","6528","0","<5","37","<5","10","<5","<5","0","12","23","21","26","<5","14","<5","<5","0","58","7","0","0","0","0","0","0","<5","<5"
"2608","6531","0","0","9","<5","<5","0","0","0","<5","6","6","7","0","6","<5","<5","0","12","<5","0","0","0","0","0","0","0","0"
"2610","6535","<5","5","293","0","50","0","21","0","44","105","86","129","18","85","8","20","<5","410","25","0","0","<5","0","0","<5","9","<5"
"2613","6556","<5","0","179","<5","33","<5","12","0","53","113","88","100","15","71","<5","22","0","289","14","0","0","0","0","0","<5","<5","7"
"2614","6558","0","<5","76","0","10","0","<5","0","14","45","34","44","8","26","<5","8","0","114","8","0","0","0","0","0","0","5","0"
"2615","6560","0","<5","180","<5","49","0","21","0","61","97","80","108","13","81","<5","19","<5","323","<5","<5","0","<5","0","0","<5","12","<5"
"2616","6562","0","<5","169","<5","32","0","16","0","33","76","55","77","9","53","<5","7","<5","254","15","0","0","<5","0","<5","<5","5","<5"
"2617","6564","0","<5","57","0","15","0","6","0","15","26","17","37","7","24","<5","<5","0","89","5","0","0","0","0","0","0","0","0"
"2619","6567","0","0","29","0","7","0","<5","0","<5","17","13","14","<5","12","0","<5","0","43","<5","0","0","0","0","0","0","<5","0"
"2620","6568","0","0","18","0","5","0","<5","0","11","12","8","16","<5","9","<5","0","0","37","5","0","0","0","0","0","0","<5","0"
"2621","6569","0","0","31","<5","9","0","<5","0","5","19","16","8","0","<5","<5","<5","0","41","0","<5","0","0","0","0","0","0","0"
"2622","6571","0","0","9","0","<5","0","<5","0","<5","<5","<5","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0"
"2623","6572","0","0","<5","0","<5","0","<5","0","<5","<5","<5","7","<5","<5","<5","0","0","7","0","0","0","0","0","0","0","0","0"
"2624","6574","0","0","<5","0","<5","0","<5","0","<5","5","<5","<5","0","0","0","0","0","6","<5","0","0","0","0","0","0","0","<5"
"2625","6575","0","0","5","0","0","<5","0","0","<5","10","7","7","0","<5","0","<5","0","10","<5","0","0","0","0","0","0","0","0"
"2626","6603","0","<5","95","0","23","<5","8","0","41","73","59","61","10","40","<5","13","0","174","12","0","0","0","0","<5","<5","<5","<5"
"2627","6605","0","0","0","0","<5","0","0","0","<5","<5","<5","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2628","6606","0","0","19","0","<5","0","<5","0","5","12","11","6","<5","6","0","<5","0","31","5","0","0","0","0","0","<5","<5","0"
"2629","6608","0","0","7","0","<5","0","<5","0","5","10","8","<5","0","<5","0","<5","0","17","<5","0","0","0","0","0","0","0","0"
"2631","6612","0","0","18","0","<5","0","<5","0","<5","12","11","11","0","8","<5","0","0","25","<5","0","0","0","0","0","0","0","0"
"2632","6613","0","0","<5","0","<5","0","<5","0","<5","<5","<5","<5","<5","<5","0","0","0","8","<5","0","0","0","0","0","0","0","<5"
"2633","6616","0","<5","<5","0","<5","0","<5","0","<5","<5","<5","<5","<5","0","0","0","0","8","<5","0","0","0","0","0","0","0","<5"
"2635","6623","<5","8","72","0","17","0","11","0","23","58","48","45","<5","34","8","13","0","133","7","0","0","<5","0","0","0","<5","<5"
"2636","6625","0","<5","0","0","0","0","0","0","0","<5","<5","<5","0","<5","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2637","6627","0","0","<5","0","0","0","0","0","0","<5","<5","0","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2638","6628","0","0","<5","0","<5","0","<5","0","<5","5","<5","5","0","<5","<5","<5","0","6","<5","0","0","0","0","0","0","<5","0"
"2639","6630","<5","8","45","0","22","0","14","0","32","88","79","99","<5","66","7","31","0","142","<5","0","0","<5","0","0","0","10","<5"
"2640","6631","0","0","<5","0","0","0","0","0","0","<5","<5","<5","<5","0","0","0","0","<5","<5","0","0","0","0","0","0","0","0"
"2641","6632","0","0","0","0","<5","0","<5","0","0","<5","<5","<5","0","0","0","0","0","<5","0","0","0","0","0","0","0","0","0"
"2642","6635","<5","<5","8","0","<5","0","<5","0","9","30","25","58","<5","35","0","16","0","40","0","0","0","<5","0","0","<5","13","0"
"2643","6638","<5","13","48","0","12","<5","9","0","35","73","66","111","<5","85","10","25","0","137","0","0","0","<5","0","0","0","15","0"
"2644","6639","0","0","19","0","0","0","<5","0","6","0","0","<5","0","5","0","0","0","28","<5","0","0","0","0","0","0","0","0"
"2645","6640","0","<5","34","0","6","0","5","0","16","18","17","28","<5","23","<5","8","0","69","0","0","0","<5","0","0","0","<5","0"
